file_rel,part_index,kind,speaker,jp,en
f09_220_800_00_t114.spt,1053,dialogue,校長,どうにかして持ち出そうと画策した。,outsiders and schemed to get it out somehow.
f09_220_800_00_t114.spt,1061,dialogue,校長,命令に従うだけの無害な男と,"It was a mistake to underestimate him,"
f09_220_800_00_t114.spt,1064,dialogue,校長,油断していたのがまずかった。,thinking he would simply follow orders. I
f09_220_800_00_t114.spt,1079,dialogue,校長,まさか探知システムを復活させ,never imagined that there would be fools
f09_220_800_00_t114.spt,1082,dialogue,校長,野望の後押しをするバカどもが現れるとはな。,who would reactivate the detection system
f09_220_800_00_t114.spt,1090,dialogue,校長,探検部か。,"and support his ambitions. The Exploration"
f09_220_800_00_t114.spt,1093,dialogue,校長,さっさとつぶしておくべきだった。,Club should have disbanded a long time ago.
f09_220_800_00_t115.spt,1034,label,,校長,Principal
f09_220_800_00_t115.spt,1045,dialogue,校長,メダルをどこで手に入れた？,Where did you get the medal?
f09_220_800_00_t115.spt,1053,dialogue,校長,え。,Huh.
f09_220_800_00_t115.spt,1058,label,,校長,Principal
f09_220_800_00_t115.spt,1064,dialogue,校長,俺を目覚めさせたのはお前ではないのか？,Wasn't it you who woke me up?
f09_220_800_00_t115.spt,1072,dialogue,校長,あ、あの模造メダル…,"Ah, that fake medal..."
f09_220_800_00_t115.spt,1077,label,,校長,Principal
f09_220_800_00_t115.spt,1083,dialogue,校長,正確には、あれは模造メダルではない。,"To be precise, that isn't a replica medal."
f09_220_800_00_t115.spt,1086,dialogue,校長,工業用のメダル電源だ。,It's an industrial medal shaped power supply.
f09_220_800_00_t115.spt,1094,dialogue,校長,その…　教頭室の前で拾ったんです。,Well...I found it in front of the vice
f09_220_800_00_t115.spt,1097,dialogue,校長,たまたまです。,principal's office. Just by chance.
f09_220_800_00_t115.spt,1109,label,,校長,Principal
f09_220_800_00_t115.spt,1115,dialogue,校長,ふん、バカどもがそのへんに放り出していたのを,"Hmph, so you brought me something those"
f09_220_800_00_t115.spt,1118,dialogue,校長,お前がここまで届けてくれたということか。,fools had carelessly left lying around?
f09_220_800_00_t115.spt,1126,dialogue,校長,ともあれ、助かったぞ。,"Anyway, thank you. The biological"
f09_220_800_00_t115.spt,1129,dialogue,校長,生体部分はそう長くは維持できんからな。,"components won't last much longer."
f09_220_800_00_t115.spt,1137,dialogue,校長,さて――,Now then―
f09_220_800_00_t116.spt,1027,label,,校長,Principal
f09_220_800_00_t116.spt,1038,dialogue,校長,そうかお前は、あのときの…,"Wait, you're the one from that time..."
f09_220_800_00_t116.spt,1047,label,,はどうした？,"What happened to"
f09_220_800_00_t116.spt,1055,dialogue,校長,え…,Um...
f09_220_800_00_t116.spt,1063,dialogue,校長,じ、実は…,"Well, actually..."
f09_220_800_00_t116.spt,1071,dialogue,校長,あいつとは、しばらく離れていたんです。,I was separated from him for a while. We
f09_220_800_00_t116.spt,1074,dialogue,校長,その…　ここに連れて来られる直前も別行動で…,"were even doing separate things before this..."
f09_220_800_00_t116.spt,1079,label,,校長,Principal
f09_220_800_00_t116.spt,1085,dialogue,校長,なぜ目を離した。,Why did you take your eyes off him?
f09_220_800_00_t116.spt,1103,dialogue,校長,マスターはメダロットと,The master and Medabot
f09_220_800_00_t116.spt,1106,dialogue,校長,行動を共にしなければならない。,must act together.
f09_220_800_00_t116.spt,1114,dialogue,校長,くだらない意地の張り合いごときで,If they parted ways so easily
f09_220_800_00_t116.spt,1117,dialogue,校長,たやすく離れたのだとしたら――,by pointless arguments―
f09_220_800_00_t116.spt,1125,dialogue,校長,お前はマスター失格だ。,Then you are unworthy of being a master.
f09_230_810_00_t011.spt,1025,label,,ミオ,Mio
f09_230_810_00_t011.spt,1036,dialogue,ロボロボ団長,またアンタ…！？,You guys again...!?
f09_230_810_00_t011.spt,1045,label,,ロボロボ団長,Rubberobo Gang Leader
f09_230_810_00_t011.spt,1054,dialogue,ロボロボ団長,人様のテリトリーにノコノコ上がりこんでおいて,You've got some nerve saying something like
f09_230_810_00_t011.spt,1057,dialogue,ロボロボ団長,そんなセリフ、よく言えたもんだぜおじょーちゃん。,"that after shamelessly intruding on someone
f09_230_810_00_t011.spt,1065,dialogue,ロボロボ団長,加えて、目上に対する礼儀もなってねえ。,"else's territory, little missy! On top of
that, you have no respect for your elders."
f09_230_810_00_t011.spt,1073,dialogue,ロボロボ団長,これは体罰もやむを得んなあ！,This calls for corporal punishment!
f09_230_810_00_t021.spt,1024,label,,ロボロボ団長,Rubberobo Gang Leader
f09_230_810_00_t021.spt,1035,dialogue,探検部長：クニギク,くっ、なぜだ！　なぜ勝てん！？,"Damn it, why?! Why can't I win?! Why does"
f09_230_810_00_t021.spt,1038,dialogue,探検部長：クニギク,このクールでニヒルでロッカーなオレ様が,"someone as cool, cynical, and rock and roll"
f09_230_810_00_t021.spt,1046,dialogue,探検部長：クニギク,なにが悲しくてこんな小娘と取り巻き軍団なんぞに,as me have to keep losing to this little
f09_230_810_00_t021.spt,1049,dialogue,探検部長：クニギク,こうなんども苦杯を飲まされねばならんのだ～！,brat and her pack of lackeys～!
f09_230_810_00_t021.spt,1056,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f09_230_810_00_t021.spt,1062,dialogue,ロボロボ団長,取り巻き…　ひどいなあ…,Calling us lackeys...that's pretty mean...
f09_230_810_00_t021.spt,1069,label,,ロボロボ団長,Rubberobo Gang Leader
f09_230_810_00_t021.spt,1075,dialogue,ロボロボ団長,ま…　待ってろ！,Just...you wait! This time, I'll show you a
f09_230_810_00_t021.spt,1078,dialogue,ロボロボ団長,こんどこそ本気の機体でホンキの戦いを見せてやる。,real fight with a real machine. I'll go
f09_230_810_00_t021.spt,1086,dialogue,ロボロボ団長,すぐ船に戻って取ってくるから…,back to the ship and get it right away...
f09_230_810_00_t021.spt,1089,dialogue,ロボロボ団長,そこ動くんじゃねえぞ！,Don't you dare move from there!
f09_230_810_00_t031.spt,1024,label,,ミオ,Mio
f09_230_810_00_t031.spt,1035,dialogue,探検部長：クニギク,待つわけないでしょ。,No way we're waiting.
f09_230_810_00_t031.spt,1038,dialogue,探検部長：クニギク,ほんとバカ。,You're such an idiot.
f09_230_810_00_t031.spt,1045,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f09_230_810_00_t031.spt,1054,dialogue,探検部長：クニギク,とはいえ、本当に戻ってきたら面倒だよ。,"Still, it would be troublesome if they"
f09_230_810_00_t031.spt,1057,dialogue,探検部長：クニギク,急ごう。,actually came back. Let's hurry.
f09_230_810_00_t031.spt,1083,dialogue,探検部長：クニギク,おう！,Alright!
f09_230_810_00_t031.spt,1089,dialogue,探検部長：クニギク,ショウチした！,Got it!
f09_240_800_00_t011.spt,1010,dialogue,,そうですね。,Yeah.
f09_240_800_00_t011.spt,1013,dialogue,,オレ…,I...
f09_240_800_00_t011.spt,1028,dialogue,,マスター失格です。,I'm unfit to be a master.
f09_240_800_00_t011.spt,1036,dialogue,,アイツとうまくやれるようになって,I guess I felt a sense of relief when I
f09_240_800_00_t011.spt,1039,dialogue,,かえって安心しちゃってたっていうか。,started getting along well with him.
f09_240_800_00_t011.spt,1047,dialogue,,いつの間にか、,"Before I knew it, I took "
f09_240_800_00_t011.spt,1049,label,,がオレの言うこと,for 
f09_240_800_00_t011.spt,1052,dialogue,,聞くのは当たり前だと思っちゃってたっていうか…,granted thinking he would listen to me...
f09_240_800_00_t011.spt,1077,dialogue,,最初から、なのかな。,"From the very beginning, I guess."
f09_240_800_00_t011.spt,1085,dialogue,,うまくやってるつもりでいたけど…,I thought I was doing okay...
f09_240_800_00_t011.spt,1088,dialogue,,そう思ってたのはオレだけだったのかな。,Maybe I was the only one who thought that.
f09_240_800_00_t011.spt,1096,dialogue,,ひょっとしたら,"Perhaps "
f09_240_800_00_t011.spt,1098,label,,は,"has felt"
f09_240_800_00_t011.spt,1101,dialogue,,出会ったときからオレのことなんか、ずっと――,"this way about me ever since we first met―"
f09_240_800_00_t012.spt,1102,dialogue,,なっ、なんだっ？,Wh-What's going on?
f09_240_800_00_t012.spt,1142,dialogue,,この声は…っ,This voice is...
f09_240_800_00_t022.spt,1043,dialogue,,無事なのか！？,Are you okay!?
f09_240_800_00_t022.spt,1046,dialogue,,ぜんぜん大丈夫なのか！？,Are you really okay!?
f09_240_800_00_t022.spt,1054,dialogue,,ああ、ぜんぜんだ！,"Oh, absolutely!"
f09_240_800_00_t022.spt,1058,label,,こそ、どうしてここにっ？,", what are you here?!"
f09_240_800_00_t022.spt,1077,dialogue,校長,わからない！,I don't know!
f09_240_800_00_t022.spt,1080,dialogue,校長,けど、わかるようになったぞ！,But I've finally started to understand!
f09_240_800_00_t022.spt,1088,dialogue,校長,そっか良かった！,"Oh, that's great! I don't really"
f09_240_800_00_t022.spt,1091,dialogue,校長,なんだかわかんないけど！,"understand why, but I'm glad!"
f09_240_800_00_t022.spt,1099,dialogue,校長,もう会えないかと思ったよ！,I thought I'd never see you again!
f09_240_800_00_t022.spt,1102,dialogue,校長,はは…,Haha...
f09_240_800_00_t022.spt,1121,dialogue,校長,わはははははははは！,Wahahahaha!
f09_240_800_00_t022.spt,1129,dialogue,校長,はははははははははははははは！,Hahahahaha!
f09_240_800_00_t022.spt,1134,label,,校長,Principal
f09_240_800_00_t022.spt,1140,dialogue,校長,ふん。,Hmph.
f09_240_800_00_t031.spt,1024,label,,ミオ,Mio
f09_240_800_00_t031.spt,1035,dialogue,探検部長：クニギク,え、あら？,Hmmm, oh?
f09_240_800_00_t031.spt,1038,dialogue,探検部長：クニギク,もしかして、あの人…,Could that be...
f09_240_800_00_t031.spt,1045,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f09_240_800_00_t031.spt,1054,dialogue,リョウマ,校長先生！？,The principal!?
f09_240_800_00_t031.spt,1061,label,,リョウマ,Ryoma
f09_240_800_00_t031.spt,1067,dialogue,校長,なぜここに…！？,Why are you here...!?
f09_240_800_00_t031.spt,1074,label,,校長,Principal
f09_240_800_00_t031.spt,1080,dialogue,校長,俺のことは後回しだ。,Put me on the back burner.
f09_240_800_00_t031.spt,1088,dialogue,校長,なにがあった。,What happened?
f09_240_800_00_t031.spt,1091,dialogue,校長,説明しろ。,Explain.
f09_240_800_00_t041.spt,1026,label,,校長,Principal
f09_240_800_00_t041.spt,1037,dialogue,校長,バカなっ！,That's ridiculous!
f09_240_800_00_t041.spt,1050,dialogue,校長,ロボロボ団ごときに,"There's no way Metabee can be defeated by a"
f09_240_800_00_t041.spt,1053,dialogue,校長,メタビーが倒せるものかっ。,a group like the Rubberobo Gang.
f09_240_800_00_t041.spt,1059,dialogue,校長,ロボロボ団ごときに,How could the likes of the Rubberobo Gang
f09_240_800_00_t041.spt,1062,dialogue,校長,ロクショウが倒せるものかっ。,possibly defeat Rokushou.
f09_240_800_00_t041.spt,1071,dialogue,校長,本当なんです！,It's true!
f09_240_800_00_t041.spt,1074,dialogue,校長,ものすごい数のメダロットをそろえていて,"They have an incredible number of Medabots,"
f09_240_800_00_t041.spt,1082,dialogue,校長,おまけに,"and on top of that, they're using some"
f09_240_800_00_t041.spt,1085,dialogue,校長,なんだかすごいワザを使ってきて――,kind of incredible technique―
f09_240_800_00_t041.spt,1090,label,,校長,Principal
f09_240_800_00_t041.spt,1096,dialogue,校長,それはエセドロワだ。,That's an Est-ce Droit.
f09_240_800_00_t041.spt,1104,dialogue,校長,マイクロウェーブを実装したメダロットなど,Medabots equipped with a microwave weapon 
f09_240_800_00_t041.spt,1107,dialogue,校長,市場に流通しているはずがない。,should not be available on the market.
f09_240_800_00_t041.spt,1115,dialogue,校長,あるとすれば軍用,"If such a thing exists, it would only be"
f09_240_800_00_t041.spt,1118,dialogue,校長,あるいはＷＭＳＳ直属セレクト隊のメダロットのみ。,military-grade Medabots or part of the
f09_240_800_00_t041.spt,1136,dialogue,校長,どうやら俺はとんだ思いちがいをしていたようだ。,WMSS. It seems I was completely mistaken.
f09_240_800_00_t041.spt,1139,dialogue,校長,これは個人の思いつきで仕組めるものではない。,This isn't something that could be
f09_240_800_00_t041.spt,1147,dialogue,校長,やつはまんまと利用されただけ,orchestrated by an individual's whim. He
f09_240_800_00_t041.spt,1150,dialogue,校長,黒幕は――,was simply manipulated. The mastermind is―
f09_240_800_00_t042.spt,1024,label,,校長,Principal
f09_240_800_00_t042.spt,1035,dialogue,校長,学院に戻る。,Let's return to the academy.
f10_010_500_00_t011.spt,1024,label,,サイカ,Saika
f10_010_500_00_t011.spt,1035,dialogue,サイカ,あの船、気になるわぁ。,That ship is really catching my eye.
f10_010_500_00_t011.spt,1038,dialogue,サイカ,そろそろ潮時かなぁ　…ロボ。,Maybe it's time to make a move...robo.
f10_020_101_00_t011.spt,1024,label,,ボディントン,Bodinton
f10_020_101_00_t011.spt,1035,dialogue,ユーリゲ,うるせえなあ。,Shut up.
f10_020_101_00_t011.spt,1042,label,,ユーリゲ,Yurige
f10_020_101_00_t011.spt,1048,dialogue,ユーリゲ,なんだいこの音…,What's that noise...
f10_020_101_00_t011.spt,1051,dialogue,ユーリゲ,ヘリか？,A helicopter?
f10_020_101_00_t012.spt,1024,label,,セイテイキング,Seitei King
f10_020_101_00_t012.spt,1035,dialogue,シンタロウ,上だー！,Up there!
f10_020_101_00_t012.spt,1038,dialogue,シンタロウ,どんどん近づいてくるよー！,It's getting closer and closer!
f10_020_101_00_t012.spt,1045,label,,シンタロウ,Shintaro
f10_020_101_00_t012.spt,1051,dialogue,ユキシロ,着陸？,It's landing?
f10_020_101_00_t012.spt,1054,dialogue,ユキシロ,どこにさ？,Where exactly?
f10_020_101_00_t012.spt,1061,label,,ユキシロ,Yukishiro
f10_020_101_00_t012.spt,1070,dialogue,ユキシロ,屋上…,The rooftop...
f10_020_101_00_t013.spt,1024,label,,ミスズ,Misuzu
f10_020_101_00_t013.spt,1035,dialogue,ネネ,あれねえ、今そこ…,"That person... right there..."
f10_020_101_00_t013.spt,1038,dialogue,ネネ,校長先生いなかった？,Isn't that the principal?
f10_020_101_00_t013.spt,1045,label,,ネネ,Nene
f10_020_101_00_t013.spt,1051,dialogue,ネネ,まさかあ。,No way.
f10_020_101_00_t013.spt,1054,dialogue,ネネ,だって校長先生って確か、病気で…,"I mean, the principal was sick, right?"
f10_020_101_00_t013.spt,1062,dialogue,ネネ,あ。,Ah.
f10_020_101_00_t013.spt,1070,dialogue,ネネ,ちょっとセンパイ！,"Hey, Senpai!"
f10_020_101_00_t013.spt,1073,dialogue,ネネ,やめてくださいよ～、こわい～！,"Stop it, please～, you're scaring me～!"
f10_030_118_00_t011.spt,1031,label,,教頭,Vice Principal
f10_030_118_00_t011.spt,1042,dialogue,教頭,かかか解任っ？,Dismissed?!
f10_030_118_00_t011.spt,1057,dialogue,セレクト隊隊長,そんなバカな！,That's impossible!
f10_030_118_00_t011.spt,1060,dialogue,セレクト隊隊長,私はっ,I...
f10_030_118_00_t011.spt,1067,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t011.spt,1073,dialogue,教頭,あなたには、後ほど委員会から,You will likely face some disciplinary
f10_030_118_00_t011.spt,1076,dialogue,教頭,何らかの処分が下されることになるでしょう。,action from the committee later. Until
f10_030_118_00_t011.spt,1084,dialogue,教頭,それまでは学院内でご自由に。,"then, you are free to move about the
academy as you please."
f10_030_118_00_t011.spt,1092,dialogue,教頭,我々のじゃま立てをしなければ,"You may even continue as acting principal,"
f10_030_118_00_t011.spt,1095,dialogue,教頭,校長代理を続けていただいても構いませんよ。,"provided you don't interfere with our work,"
f10_030_118_00_t011.spt,1103,dialogue,教頭,ご本人が許可されれば、の話ですが。,"if, of course, you agree to this."
f10_030_118_00_t011.spt,1110,label,,教頭,Vice Principal
f10_030_118_00_t011.spt,1116,dialogue,教頭,本人…,The principal himself...?
f10_030_118_00_t012.spt,1034,label,,教頭,Vice Principal
f10_030_118_00_t012.spt,1045,dialogue,教頭,こっ校長先生…,Principal...
f10_030_118_00_t012.spt,1060,dialogue,教頭,ご無事でっ！？,Are you alright?!
f10_030_118_00_t012.spt,1070,label,,校長,Principal
f10_030_118_00_t012.spt,1083,label,,教頭,Vice Principal
f10_030_118_00_t012.spt,1089,dialogue,教頭,はっ。,Hah.
f10_030_118_00_t012.spt,1104,dialogue,教頭,まさかまさか,"Could it be that this was your plan"
f10_030_118_00_t012.spt,1107,dialogue,教頭,この計画は最初からあなたの…っ,from the very beginning...
f10_030_118_00_t013.spt,1034,label,,校長,Principal
f10_030_118_00_t013.spt,1045,dialogue,校長,久しいな隊長テンシン。,"Long time no see, Captain Tenshin."
f10_030_118_00_t013.spt,1055,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t013.spt,1061,dialogue,校長,これから救出に向かうところでしたが,"We were just about to go rescue you, but"
f10_030_118_00_t013.spt,1064,dialogue,校長,自力で脱出されるとは、さすがでございます。,you managed to escape, truly impressive.
f10_030_118_00_t013.spt,1071,label,,校長,Principal
f10_030_118_00_t013.spt,1077,dialogue,校長,説明しろ。,Explain.
f10_030_118_00_t013.spt,1091,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t013.spt,1097,dialogue,セレクト隊隊長,は。,"Yes. Vice Principal Suruga was planning
to collaborate with an illegal external"
f10_030_118_00_t013.spt,1105,dialogue,セレクト隊隊長,スルガ教頭は非合法の外部組織と手を結び,organization to steal the Medalium.
f10_030_118_00_t013.spt,1108,dialogue,セレクト隊隊長,メダリウムを持ち出そうと計画していました。,"Furthermore, he was secretly supplying"
f10_030_118_00_t013.spt,1116,dialogue,セレクト隊隊長,さらには、ＷＭＳＳ重工の軍用メダロットを,"military-grade Medabots from WMSS Heavy"
f10_030_118_00_t013.spt,1119,dialogue,セレクト隊隊長,外部組織に横流ししていました。,Industries to this external organization.
f10_030_118_00_t013.spt,1136,label,,教頭,Vice Principal
f10_030_118_00_t013.spt,1142,dialogue,教頭,なんだとっ,What the hell?
f10_030_118_00_t013.spt,1145,dialogue,教頭,違うっ、それは――,"No, that's wrong―"
f10_030_118_00_t014.spt,1034,label,,校長,Principal
f10_030_118_00_t014.spt,1045,dialogue,校長,これからどうする。,What should we do now.
f10_030_118_00_t014.spt,1059,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t014.spt,1065,dialogue,校長,ロボロボ団の動きを監視し,Monitor the movements of the Rubberobo Gang
f10_030_118_00_t014.spt,1068,dialogue,校長,機を見て一気に捕らえます。,and capture them all when the time is right.
f10_030_118_00_t014.spt,1081,dialogue,セレクト隊隊長,すぐに行動を起こさない理由は？,Why not take action immediately?
f10_030_118_00_t014.spt,1088,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t014.spt,1094,dialogue,セレクト隊隊長,入港可能な港は、島にひとつしかありません。,There is only one harbor on the island and
f10_030_118_00_t014.spt,1097,dialogue,セレクト隊隊長,彼らの船もそこに停泊しています。,their ship is also anchored there. We just
f10_030_118_00_t014.spt,1109,dialogue,校長,メダリウムを船に積みきり、港を出ようとした,"need to wait until they finish loading the"
f10_030_118_00_t014.spt,1112,dialogue,校長,ところを一気に抑えてしまえばいいのです。,"Medalium. When they leave, we'll apprehend"
f10_030_118_00_t014.spt,1120,dialogue,校長,そのため、沖に船を停泊させてあります。,them all at once. That's why our ship is
f10_030_118_00_t014.spt,1123,dialogue,校長,あせる必要はありません。,anchored offshore. There's no need to rush.
f10_030_118_00_t014.spt,1130,label,,校長,Principal
f10_030_118_00_t014.spt,1136,dialogue,校長,掘りつくすまで放っておくつもりか。,"Are you planning to leave them alone
until it's completely dug up?"
f10_030_118_00_t014.spt,1150,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t014.spt,1156,dialogue,校長,それ以前に叩いても、散り散りに山へ逃げ込んで,"If you try to attack them now, they'll just"
f10_030_118_00_t014.spt,1159,dialogue,校長,しまうだけで、効率が悪いでしょう。,"scatter and flee, which would be inefficient."
f10_030_118_00_t014.spt,1166,label,,校長,Principal
f10_030_118_00_t014.spt,1172,dialogue,セレクト隊隊長,ロボロボ団など放っておけばいい。,We can ignore the Rubberobo Gang.
f10_030_118_00_t014.spt,1175,dialogue,セレクト隊隊長,最優先事項は採掘を止めさせることだ。,The top priority is to stop the mining.
f10_030_118_00_t014.spt,1182,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t014.spt,1188,dialogue,セレクト隊隊長,怪物を目覚めさせないために,To prevent the monster from awakening
f10_030_118_00_t014.spt,1191,dialogue,セレクト隊隊長,…ですか？,...is that right?
f10_030_118_00_t015.spt,1040,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t015.spt,1051,dialogue,校長,我々の考えは違います。,Our views differ.
f10_030_118_00_t015.spt,1058,label,,校長,Principal
f10_030_118_00_t015.spt,1064,dialogue,セレクト隊隊長,なんだと？,What the hell?
f10_030_118_00_t015.spt,1071,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t015.spt,1077,dialogue,セレクト隊隊長,これは好機なのです。,This is a golden opportunity.
f10_030_118_00_t015.spt,1089,dialogue,セレクト隊隊長,怪物を永遠の眠りにつかせる絶好の好機！,"The perfect chance to send that
monster into eternal slumber!"
f10_030_118_00_t015.spt,1104,label,,校長,Principal
f10_030_118_00_t015.spt,1112,dialogue,セレクト隊隊長,ひとつ聞く。,One question.
f10_030_118_00_t015.spt,1115,dialogue,セレクト隊隊長,「我々」とはだれを指す。,"Who does 'we' refer to?"
f10_030_118_00_t015.spt,1122,label,,セレクト隊隊長,Select Corps Captain
f10_030_118_00_t015.spt,1128,dialogue,セレクト隊隊長,財閥の総意とお考えくだされば。,"Please consider this the collective
will of the conglomerate."
f10_030_118_00_t016.spt,1024,label,,校長,Principal
f10_030_118_00_t016.spt,1035,dialogue,校長,そうか。,"I see."
f10_030_118_00_t016.spt,1043,dialogue,校長,そういうことか…,So that's how it is...
f10_030_118_00_t017.spt,1027,label,,リョウマ,Ryoma
f10_030_118_00_t017.spt,1038,dialogue,リョウマ,おい…,Hey...
f10_030_118_00_t017.spt,1041,dialogue,リョウマ,俺たちも行こうぜ…,We should go too...
f10_035_101_00_t011.spt,1024,label,,リョウマ,Ryoma
f10_035_101_00_t011.spt,1035,dialogue,リョウマ,さてと。,Well then.
f10_035_101_00_t011.spt,1046,dialogue,リョウマ,これからどうします？,What should we do now?
f10_035_101_00_t011.spt,1054,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f10_035_101_00_t011.spt,1060,dialogue,探検部長：クニギク,そうだね,"Yeah, there's just been so"
f10_035_101_00_t011.spt,1063,dialogue,探検部長：クニギク,いろいろありすぎて疲れちゃったから…,"much going on, I'm exhausted..."
f10_035_101_00_t011.spt,1073,label,,ミオ,Mio
f10_035_101_00_t011.spt,1082,dialogue,ミオ,いろいろありすぎよ！,There's just too much going on!
f10_035_101_00_t011.spt,1085,dialogue,ミオ,いいかげん、おフロ入って休みたいわ。,"Honestly, I just want to take a bath and rest."
f10_035_101_00_t011.spt,1095,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f10_035_101_00_t011.spt,1104,dialogue,ミオ,まあまあ、その前に,"Well, before that, could you all gather"
f10_035_101_00_t011.spt,1107,dialogue,ミオ,いったん部室に集まってくれないかな。,in the club room for a moment?
f10_035_101_00_t011.spt,1115,dialogue,ミオ,今日の出来事を整頓してみたいんだ。,I want to sort out what happened today.
f10_035_101_00_t011.spt,1118,dialogue,ミオ,すぐ終わりにするからさー。,"I'll wrap it up quickly, okay?"
f10_035_101_00_t011.spt,1125,label,,ミオ,Mio
f10_035_101_00_t011.spt,1134,dialogue,ミオ,…いいけど。,...Fine.
f10_040_161_00_t011.spt,1003,dialogue,,校長先生…,Principal...
f10_040_161_00_t012.spt,1024,label,,校長,Principal
f10_040_161_00_t012.spt,1035,dialogue,校長,メダルはどこだ？,Where's the medal?
f10_040_161_00_t021.spt,1027,label,,マイン,Main
f10_040_161_00_t021.spt,1038,dialogue,マイン,これです。,This is it.
f10_040_161_00_t021.spt,1041,dialogue,マイン,わたしが持ってます。,I have it.
f10_040_161_00_t022.spt,1027,label,,マイン,Main
f10_040_161_00_t022.spt,1038,dialogue,マイン,このメダルは壊れてます。,This medal is broken.
f10_040_161_00_t022.spt,1041,dialogue,マイン,動きません。,It doesn't work.
f10_040_161_00_t022.spt,1051,label,,校長,Principal
f10_040_161_00_t022.spt,1060,dialogue,校長,知っている。,I know.
f10_040_161_00_t022.spt,1068,dialogue,校長,数十年も前からな。,For decades now.
f10_040_161_00_t022.spt,1078,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f10_040_161_00_t022.spt,1084,dialogue,探検部長：クニギク,数十年？,Decades?
f10_040_161_00_t022.spt,1095,dialogue,校長,そんなはずないです、だって今朝までは――,"That can't be right. After all,
until this morning―"
f10_040_161_00_t022.spt,1100,label,,校長,Principal
f10_040_161_00_t022.spt,1106,dialogue,校長,動けるはずがないんだ。,There's no way it can move.
f10_040_161_00_t022.spt,1119,label,,校長,Principal
f10_040_161_00_t022.spt,1125,dialogue,校長,壊れているんだ、とっくの昔に。,"It was broken, long ago."
f10_040_161_00_t022.spt,1128,dialogue,校長,あの入口を――,That entrance―
f10_040_161_00_t022.spt,1136,dialogue,校長,坑道口を守るという強い意志だけが,Only the strong will to protect the mine
f10_040_161_00_t022.spt,1139,dialogue,校長,こいつの意識を辛うじてつなぎ止めていたんだ。,entrance was barely keeping his 
f10_040_161_00_t022.spt,1147,dialogue,校長,記憶を失い、マスターを忘れ,"consciousness intact. He had lost his"
f10_040_161_00_t022.spt,1150,dialogue,校長,それでも約束を果たそうとする意思だけが,"memories and forgotten his master, yet only"
f10_040_161_00_t022.spt,1168,dialogue,校長,だが,"the determination to fulfill his promise"
f10_040_161_00_t022.spt,1171,dialogue,校長,それも、もはや,"remained. But now, it's no longer the case."
f10_040_161_00_t023.spt,1041,dialogue,リョウマ,な、…なんだ？,Wh-What...is this?
f10_040_161_00_t023.spt,1046,label,,リョウマ,Ryoma
f10_040_161_00_t023.spt,1052,dialogue,リョウマ,地震！？,Earthquake!?
f10_040_161_00_t023.spt,1055,dialogue,リョウマ,い、いや、これは…,"N-no, this is..."
f10_040_161_00_t024.spt,1004,dialogue,,わっ！,Whoa!
f10_040_161_00_t031.spt,1024,label,,校長,Principal
f10_040_161_00_t031.spt,1035,dialogue,校長,いかんっ！,Wait, no!
f10_040_161_00_t041.spt,1024,label,,リョウマ,Ryoma
f10_040_161_00_t041.spt,1035,dialogue,探検部長：クニギク,追おう。,Let's go.
f10_040_161_00_t041.spt,1038,dialogue,探検部長：クニギク,行く先は…,Where to...
f10_040_161_00_t041.spt,1045,label,,探検部長：クニギク,Exploration Club President: Kunigiku
f10_040_161_00_t041.spt,1051,dialogue,探検部長：クニギク,坑道だろうね。,Definitely to the mine tunnel.
f10_040_161_00_t041.spt,1054,dialogue,探検部長：クニギク,間違いなく。,No doubt about it.
f10_050_231_00_t001.spt,1127,dialogue,,※入ってすぐまたはトリガー（サイズしだい）,※Upon entry or trigger (depending on size)
f10_050_231_00_t001.spt,1138,label,,ロボロボ団ザコ男,Rubberobo Gang Grunt
f10_050_231_00_t001.spt,1149,dialogue,ロボロボ団ザコ女,わああっ！,Whoa!
f10_050_231_00_t001.spt,1156,label,,ロボロボ団ザコ女,Rubberobo Gang Scrub Girl
f10_050_231_00_t001.spt,1165,dialogue,ロボロボ団ザコ女,助けて～ロボ～！,"Help me, robo～!"
f10_050_231_00_t001.spt,1181,dialogue,ロボロボ団ザコ女,※画面外（進行方向）から,※From off-screen (in the direction of travel)
f10_050_231_00_t001.spt,1184,dialogue,ロボロボ団ザコ女,　複数のロボロボ団員が出現～来た口に次々と退場,"Multiple Rubberobo Gang members appear～ Entering one after another, exiting one after another"
