jp,en,file
いくぞ～！,Let's go!,romfs\story\spt\f07_120_160_00_t141.spt
いってらっしゃ～い！,Have a good day!,romfs\story\spt\f07_120_160_00_t151.spt
そ、それじゃオレ――,"Well, then, I--",romfs\story\spt\f07_120_160_00_t151.spt
カメラ流し,letting the camera drift away (e.g. to avoid detection),romfs\story\spt\f07_130_132_00.spt
ステージ左,Stage left,romfs\story\spt\f07_135_132_00.spt
あっ、ごめんなさい！,"Oh, I'm sorry!",romfs\story\spt\f07_135_132_00_t011.spt
ちょっとぉ！　リハーサル中です,"Hey, whoa!　We're rehearsing.",romfs\story\spt\f07_135_132_00_t011.spt
ステージに上がらないでほしいんですけどぉ！,I don't want you to go on stage!,romfs\story\spt\f07_135_132_00_t011.spt
ステージ右,Stage right,romfs\story\spt\f07_135_132_10.spt
…ミオたちのことが心配だ。,...I'm worried about Mio and the others.,romfs\story\spt\f07_135_132_１0_t011.spt
アオイ前,mallow plant (any plant of family Malvaceae),romfs\story\spt\f07_140_132_00.spt
ううん平気。,"No, I'm fine.",romfs\story\spt\f07_140_132_00_t012.spt
かえって助かっちゃった。,I was saved.,romfs\story\spt\f07_140_132_00_t012.spt
こ、こっちこそ。,"I'm here, too.",romfs\story\spt\f07_140_132_00_t012.spt
ごめんなさい、気がつかなくて…,"I'm sorry, I didn't realize...",romfs\story\spt\f07_140_132_00_t012.spt
さっきから止まらなくて困ってたの。,I was having trouble stopping earlier.,romfs\story\spt\f07_140_132_00_t012.spt
まだリハーサルだっていうのに…,We're still in rehearsal...,romfs\story\spt\f07_140_132_00_t012.spt
ミオちゃん、どうしてる？,"Mio, how are you doing?",romfs\story\spt\f07_140_132_00_t012.spt
リハーサル中なのに、ごめん。,"I'm sorry, I'm in the middle of rehearsal.",romfs\story\spt\f07_140_132_00_t012.spt
見て、手のふるえが止まってる。,"Look, the hands have stopped shaking.",romfs\story\spt\f07_140_132_00_t012.spt
あったのに…,There was a...,romfs\story\spt\f07_140_132_00_t021.spt
いっつもそうなの。,It's always the same.,romfs\story\spt\f07_140_132_00_t021.spt
ううん,groan,romfs\story\spt\f07_140_132_00_t021.spt
お礼もお詫びも…,"No thanks, no apologies...",romfs\story\spt\f07_140_132_00_t021.spt
そんなのどうでもいい。,I don't care about that.,romfs\story\spt\f07_140_132_00_t021.spt
わたし、ミオちゃんになにも言えてないの。,I haven't said anything to Mio.,romfs\story\spt\f07_140_132_00_t021.spt
サイテー。,Saitei.,romfs\story\spt\f07_140_132_00_t021.spt
本番までに、どうしても言わなくちゃいけないことが,I really need to say something before the show.,romfs\story\spt\f07_140_132_00_t021.spt
そんなこと言ってない,I didn't say that.,romfs\story\spt\f07_150_132_00.spt
もう戻る,I'm going back.,romfs\story\spt\f07_150_132_00.spt
アオイが待ってる,Aoi is waiting for you.,romfs\story\spt\f07_150_132_00.spt
ミオ_メダ1,Mio_Meda1,romfs\story\spt\f07_150_132_00.spt
ミオは悪くない,Mio is not a bad guy.,romfs\story\spt\f07_150_132_00.spt
ミオストップ,Myostop,romfs\story\spt\f07_150_132_00.spt
ミオ前,in front of Mio,romfs\story\spt\f07_150_132_00.spt
ミオ舞台へ,Go to Mio Stage,romfs\story\spt\f07_150_132_00.spt
抜けてきた,I'm out.,romfs\story\spt\f07_150_132_00.spt
なっ。,Nah.,romfs\story\spt\f07_150_132_00_t011.spt
なんであんたがここにいんのよっ？,Why are you here?,romfs\story\spt\f07_150_132_00_t011.spt
探検部はどうしたのっ？,What happened to the exploration club?,romfs\story\spt\f07_150_132_00_t011.spt
だから、なに？,"So, what?",romfs\story\spt\f07_150_132_00_t021.spt
探検部に戻らなくていいの？,Don't you have to go back to the exploration club?,romfs\story\spt\f07_150_132_00_t021.spt
だったら、あちこち見て歩けばいいじゃない。,Then why don't you just walk around and look here and there?,romfs\story\spt\f07_150_132_00_t031.spt
へ、へえそうなの。,"Heh, heh, I see.",romfs\story\spt\f07_150_132_00_t031.spt
わたしのことは、ほうっておいて。,Leave me alone.,romfs\story\spt\f07_150_132_00_t031.spt
だったら、早く戻ればいいでしょ。,Then why don't you just go back as soon as possible?,romfs\story\spt\f07_150_132_00_t036.spt
あたしが悪いって言いたいんでしょ？,"You want to say it's my fault, don't you?",romfs\story\spt\f07_150_132_00_t041.spt
あ～はいはい、わかってるわよ。,"Oh, yes, yes, I know.",romfs\story\spt\f07_150_132_00_t041.spt
それ、アオイがあんたに頼んだわけ？,Did Aoi ask you to do that?,romfs\story\spt\f07_150_132_00_t041.spt
ていうか――,I mean--,romfs\story\spt\f07_150_132_00_t041.spt
なにそれ？,What's that?,romfs\story\spt\f07_150_132_00_t041.spt
なんで自分で言わないわけ？,Why don't you tell me yourself?,romfs\story\spt\f07_150_132_00_t041.spt
アイツらしいわ。,It's just like him.,romfs\story\spt\f07_150_132_00_t041.spt
カンケーないでしょあんたにはっ,You don't care about that.,romfs\story\spt\f07_150_132_00_t041.spt
自分はなにもしないで周りばっかり利用して――,You're not doing anything yourself. You're just taking advantage of everyone around you.,romfs\story\spt\f07_150_132_00_t041.spt
あんたになにがわかるのよ。,What do you know?,romfs\story\spt\f07_150_132_00_t071.spt
うるさい！,Noisy!,romfs\story\spt\f07_150_132_00_t071.spt
そうじゃないって！,He said it wasn't!,romfs\story\spt\f07_150_132_00_t071.spt
それをなんであんたに――,I don't know why I'm giving it to you.,romfs\story\spt\f07_150_132_00_t071.spt
だから！,So!,romfs\story\spt\f07_150_132_00_t071.spt
なによ,What is it?,romfs\story\spt\f07_150_132_00_t071.spt
もーわかったってば！,I've got it now!,romfs\story\spt\f07_150_132_00_t071.spt
わ、わからないよ。,"Wow, I don't know.",romfs\story\spt\f07_150_132_00_t071.spt
アオイが言ってたんだ。,Aoi said.,romfs\story\spt\f07_150_132_00_t071.spt
オレが言いたいのは――,What I'm trying to say is--,romfs\story\spt\f07_150_132_00_t071.spt
ミオが言わせなかったんじゃないの？,I thought Mio didn't let you say that.,romfs\story\spt\f07_150_132_00_t071.spt
ミオに伝えたいことがあるって。,He has something he wants to tell Mio.,romfs\story\spt\f07_150_132_00_t071.spt
今までもずっと伝えようとしてたんじゃないの？,Haven't you been trying to tell them all this time?,romfs\story\spt\f07_150_132_00_t071.spt
結局あたしが悪いんじゃないの。,It's not my fault after all.,romfs\story\spt\f07_150_132_00_t071.spt
言おうとしたんじゃないかな。,I think he was trying to say.,romfs\story\spt\f07_150_132_00_t071.spt
つ、通じた…？,Did you get through...?,romfs\story\spt\f07_150_132_00_t081.spt
な？,Hey?,romfs\story\spt\f07_150_132_00_t081.spt
よくわかんないな、女の子って…,"I don't know, girls...",romfs\story\spt\f07_150_132_00_t081.spt
ステージ中央,Stage center,romfs\story\spt\f07_160_132_00.spt
フィナーレ,finale,romfs\story\spt\f07_160_132_00.spt
ミオ_アイドル服,Mio_Idol Clothes,romfs\story\spt\f07_160_132_00.spt
右舞台袖_out,Offstage right_out,romfs\story\spt\f07_160_132_00.spt
舞台袖,offstage,romfs\story\spt\f07_160_132_00.spt
あっそ！,"Oh, yeah!",romfs\story\spt\f07_160_132_00_t011.spt
いっ,"(after a noun, adjective-stem or plain verb) just keeps",romfs\story\spt\f07_160_132_00_t011.spt
いっしょに踊ろう、ミオ。,"Dance with me, Mio.",romfs\story\spt\f07_160_132_00_t011.spt
うふふ、わたし知ってたもん。,I knew it.,romfs\story\spt\f07_160_132_00_t011.spt
さっさと出しなさいよ。,Get it out of there.,romfs\story\spt\f07_160_132_00_t011.spt
しっ、失礼しました！,"Shh, excuse me!",romfs\story\spt\f07_160_132_00_t011.spt
すぐ出番なんでしょ？,"You'll be on soon, right?",romfs\story\spt\f07_160_132_00_t011.spt
ずっと言おうとしてたんだけど…,I've been trying to tell you...,romfs\story\spt\f07_160_132_00_t011.spt
ずっと言おうと思ってたの。,I've been meaning to tell you.,romfs\story\spt\f07_160_132_00_t011.spt
だからなによ？,So what?,romfs\story\spt\f07_160_132_00_t011.spt
ちょっといつまでそこにいる気？,"Hey, how long are you going to stay there?",romfs\story\spt\f07_160_132_00_t011.spt
わたしたち４人のプログラムなんだから！,It's a program for the four of us!,romfs\story\spt\f07_160_132_00_t011.spt
ジョウダンじゃない！,It's not a jodhpur!,romfs\story\spt\f07_160_132_00_t011.spt
ジョーダンやめてよ。,"Jordan, please stop.",romfs\story\spt\f07_160_132_00_t011.spt
ミオがアイドル部にいるときから,Since Mio has been in the idol club.,romfs\story\spt\f07_160_132_00_t011.spt
今さらでごめん。,Sorry it's too late.,romfs\story\spt\f07_160_132_00_t011.spt
今さらなに？,What now?,romfs\story\spt\f07_160_132_00_t011.spt
元々これは,Originally this was,romfs\story\spt\f07_160_132_00_t011.spt
悪いんだけどさ、,"I'm sorry,",romfs\story\spt\f07_160_132_00_t011.spt
振り付けだって、コンビ用のじゃなくて,Even the choreography is not for a combination.,romfs\story\spt\f07_160_132_00_t011.spt
着替えたいんですけど！,I need to change my clothes!,romfs\story\spt\f07_160_132_00_t011.spt
絶対こうなるって。,"He said, ""I'm sure this will happen.",romfs\story\spt\f07_160_132_00_t011.spt
衣装。,Costume.,romfs\story\spt\f07_160_132_00_t011.spt
衣装だって、ちゃんと用意してある！,We even have the costumes ready for you!,romfs\story\spt\f07_160_132_00_t011.spt
言いたいことがあるなら、はっきり言いなさいよ！,"If you have something to say, say it clearly!",romfs\story\spt\f07_160_132_00_t011.spt
４人バージョンのでずっと練習してたんだよ。,I've been practicing with the four-person version for a long time.,romfs\story\spt\f07_160_132_00_t011.spt
この舞台が終わったら、すぐに探検部に戻る。,"As soon as this stage is over, I will return to the Exploration Department.",romfs\story\spt\f07_160_132_00_t021.spt
だってあたしもう…,Because I'm already...,romfs\story\spt\f07_160_132_00_t021.spt
今だけだからね。,It's just for now.,romfs\story\spt\f07_160_132_00_t021.spt
探検部の一員だから。,I'm a member of the exploration club.,romfs\story\spt\f07_160_132_00_t021.spt
マイン_メダ1,Mine_Meda1,romfs\story\spt\f07_170_132_00.spt
リョウマ_メダ1,Ryoma_Meda1,romfs\story\spt\f07_170_132_00.spt
探検部長_メダ1,Director of Exploration_Meda1,romfs\story\spt\f07_170_132_00.spt
生徒女3年_F_メダ,Student Woman 3_F_Meda,romfs\story\spt\f07_170_132_00.spt
は～い、みなさん,"Hi, everyone!",romfs\story\spt\f07_170_132_00_t011.spt
今年のＭＥＤＡ学アイドルフェスティバルも,This year's MEDA Gaku Idol Festival is also,romfs\story\spt\f07_170_132_00_t011.spt
声援ありがと～！,Thanks for the cheer!,romfs\story\spt\f07_170_132_00_t011.spt
楽しんでもらえてたら、手元のウチワを――,"If you enjoyed it, the Uchiwa in your hand--",romfs\story\spt\f07_170_132_00_t011.spt
楽しんでもらえてますか～？,Are you having fun~?,romfs\story\spt\f07_170_132_00_t011.spt
残すところ１曲となりました～！,There is only one song left~!,romfs\story\spt\f07_170_132_00_t011.spt
やあ、うまくやったみたいだね。,"Hey, looks like you did well.",romfs\story\spt\f07_170_132_00_t012.spt
あっちはもう大丈夫なんですか？,Is everything OK over there now?,romfs\story\spt\f07_170_132_00_t013.spt
これでまた、しばらくはもつでしょー。,This will last for a while again.,romfs\story\spt\f07_170_132_00_t013.spt
それはごくろうさまでした。,That was very good.,romfs\story\spt\f07_170_132_00_t013.spt
ちょうど１２８人にパスワード渡しましたー！,Just 128 people have been given the password!,romfs\story\spt\f07_170_132_00_t013.spt
どうかな、明日になったら忘れてるかもしれんな。,"I don't know, maybe tomorrow I'll have forgotten.",romfs\story\spt\f07_170_132_00_t013.spt
なんかそれ、つい最近も,"Something like that, just recently.",romfs\story\spt\f07_170_132_00_t013.spt
へえ～。,Heh.,romfs\story\spt\f07_170_132_00_t013.spt
ぼくはどっちでもいいけどね。,I don't care either way.,romfs\story\spt\f07_170_132_00_t013.spt
ま、とりあえず実績は作れたから。,"Well, at least we've made an achievement.",romfs\story\spt\f07_170_132_00_t013.spt
みんな使いますかねー。,I wonder if people will use it.,romfs\story\spt\f07_170_132_00_t013.spt
ロボトルなしで配りまくっちゃったよ。,I handed them out all over the place without robottles.,romfs\story\spt\f07_170_132_00_t013.spt
ロマンチックなこと言うねえ。,That's a romantic thing to say.,romfs\story\spt\f07_170_132_00_t013.spt
夜店でとった景品みたいにな。,Like the prizes you get at night stalls.,romfs\story\spt\f07_170_132_00_t013.spt
大人気すぎてキリがないから,It's too popular and there's no end to it.,romfs\story\spt\f07_170_132_00_t013.spt
聞いた気がするんですけど――,I think I heard--,romfs\story\spt\f07_170_132_00_t013.spt
いよいよか。,Finally.,romfs\story\spt\f07_170_132_00_t014.spt
マト当てなしで配りまくっちゃったよ。,I gave out a lot of money without any mato guesses.,romfs\story\spt\f07_170_132_00_t113.spt
生徒女1年_D退室,"Student Woman, 1st year_D Exit",romfs\story\spt\f08_010_117_00.spt
生徒男1年_D退室,"Student male, 1st year_D, leaving the room",romfs\story\spt\f08_010_117_00.spt
それじゃあみんなー、また明日！,"Well then, everyone, I'll see you tomorrow!",romfs\story\spt\f08_010_117_00_t011.spt
はい、今日はここまでね。,"Yes, that's it for today.",romfs\story\spt\f08_010_117_00_t011.spt
わたしも急がなくっちゃ！,I have to hurry too!,romfs\story\spt\f08_010_117_00_t031.spt
ぼ、ぼくもー！,Me too!,romfs\story\spt\f08_010_117_00_t041.spt
ミオ付近1,Near Mio 1,romfs\story\spt\f08_020_117_00.spt
…さてと、あたしも部室に行こうかしら。,"Well, I think I'll go to the club room too.",romfs\story\spt\f08_020_117_00_t011.spt
あいつら全員メダリア探しに行く気でしょ？,"They're all going to go looking for medallions, aren't they?",romfs\story\spt\f08_020_117_00_t011.spt
あらら、あっという間にいなくなっちゃった…,"Oops, they were gone in a flash...",romfs\story\spt\f08_020_117_00_t011.spt
あんたも早く来なさいよね。,"You should come too, as soon as you can.",romfs\story\spt\f08_020_117_00_t011.spt
この分だと、すぐになくなっちゃうかもね～。,"At this rate, they may run out soon!",romfs\story\spt\f08_020_117_00_t011.spt
レスキュー部の近く,Near Rescue Dept.,romfs\story\spt\f08_040_333_00.spt
あいかわらずマジメだねえ。,You are as serious as ever.,romfs\story\spt\f08_040_333_00_t011.spt
いざというときの備えにな。,In case of emergency.,romfs\story\spt\f08_040_333_00_t011.spt
いや、登坂訓練中だ。,"No, he is training to climb hills.",romfs\story\spt\f08_040_333_00_t011.spt
きみたちもメダリア探し？,Are you guys looking for medallions too?,romfs\story\spt\f08_040_333_00_t011.spt
やあアインベッカーくん。,Hello Mr. Einbecker.,romfs\story\spt\f08_040_333_00_t011.spt
よう探検部。,"Yo, Exploratorium.",romfs\story\spt\f08_040_333_00_t011.spt
その言い草…,That's not what I meant...,romfs\story\spt\f08_045_320_00_t011.spt
そんなんロボトルに決まってんだろ？,"Of course that's what a robattle is for, right?",romfs\story\spt\f08_045_320_00_t011.spt
なにをだよ？,What?,romfs\story\spt\f08_045_320_00_t011.spt
ほら、さっさと始めようぜ！,"Come on, let's get started!",romfs\story\spt\f08_045_320_00_t011.spt
まあまあまあまあ、いいからさっそく始めようぜ。,"Well, well, well, well, just get on with it.",romfs\story\spt\f08_045_320_00_t011.spt
やっぱり来たかヒマ人め。,"I knew you'd come, you Himawari.",romfs\story\spt\f08_045_320_00_t011.spt
試したくてウズウズしてたんだよ。,I've been itching to try it.,romfs\story\spt\f08_045_320_00_t011.spt
こんどこそキッチリ結着つけてやるぜ！,"This time, I'm going to make sure it gets done right!",romfs\story\spt\f08_045_320_10_t011.spt
よ～し来いよ！,"Come on, come on!",romfs\story\spt\f08_045_320_10_t011.spt
しゃーない、また探すか。,"Oh well, let's look for it again.",romfs\story\spt\f08_045_320_10_t021.spt
せっかくスゲーの見つけたと思ったのによ…,I thought I found a great one...,romfs\story\spt\f08_045_320_10_t021.spt
ちぇ、なんだよ,Shit. What the hell?,romfs\story\spt\f08_045_320_10_t021.spt
てんで使えねーじゃねえか。,It's totally useless.,romfs\story\spt\f08_045_320_10_t021.spt
やるわ、これ。,I'll do it.,romfs\story\spt\f08_045_320_10_t021.spt
部長の目をぬすんでチマチマ探して,Look for the chiseled eyes of the director.,romfs\story\spt\f08_045_320_10_t021.spt
いいよなーお前は好きなだけメダリア探せてよ。,It's nice - you can look for as many medallions as you want.,romfs\story\spt\f08_045_320_10_t031.spt
この借りはぜってー返してやるからな！,I'll pay you back every penny I owe you!,romfs\story\spt\f08_045_320_10_t031.spt
だが見てろ。,But watch.,romfs\story\spt\f08_045_320_10_t031.spt
オレだって時間さえあれば…　くそ。,If I only had more time... Damn.,romfs\story\spt\f08_045_320_10_t031.spt
笑うな！,Don't laugh!,romfs\story\spt\f08_045_320_10_t031.spt
クレーター周辺,Around the crater,romfs\story\spt\f08_050_400_00.spt
メダリア回収,Medalia Recovery,romfs\story\spt\f08_050_400_00.spt
これもメダリア反応なのかっ？,Is this also a medallion reaction?,romfs\story\spt\f08_050_400_00_t011.spt
すごい数…,A lot of them...,romfs\story\spt\f08_050_400_00_t011.spt
なにこの音？,What's that sound?,romfs\story\spt\f08_050_400_00_t011.spt
なんだこれ…,What the hell...,romfs\story\spt\f08_050_400_00_t011.spt
または質…？,Or quality...?,romfs\story\spt\f08_050_400_00_t011.spt
わ…,Wa...,romfs\story\spt\f08_050_400_00_t011.spt
モニターを見てみろ。,Look at the monitor.,romfs\story\spt\f08_050_400_00_t011.spt
強力な発信源があるってことです。,It means there is a powerful source of transmission.,romfs\story\spt\f08_050_400_00_t011.spt
近くに、すごい数または質のメダリアがあります！,There are a great number or quality of medallias nearby!,romfs\story\spt\f08_050_400_00_t011.spt
クエストボス,quest boss,romfs\story\spt\f08_060_400_00.spt
マイン周回,Mine Circuit,romfs\story\spt\f08_060_400_00.spt
う～。,Umm~.,romfs\story\spt\f08_060_400_00_t012.spt
これだけ？,Is this all?,romfs\story\spt\f08_060_400_00_t012.spt
ちゃんと拾った？,Did you pick it up right?,romfs\story\spt\f08_060_400_00_t012.spt
へんだねー。,That's strange.,romfs\story\spt\f08_060_400_00_t012.spt
まだ残ってるんじゃないの？,I thought you still had some left.,romfs\story\spt\f08_060_400_00_t012.spt
反応が消えない…,Reaction won't go away...,romfs\story\spt\f08_060_400_00_t012.spt
故障かな。,I wonder if it's a malfunction.,romfs\story\spt\f08_060_400_00_t012.spt
…そんな感じだね。,...something like that.,romfs\story\spt\f08_060_400_00_t013.spt
どうするの？,What are you going to do?,romfs\story\spt\f08_060_400_00_t013.spt
地下かっ？,Underground?,romfs\story\spt\f08_060_400_00_t013.spt
掘ってみるとか？,Maybe try digging?,romfs\story\spt\f08_060_400_00_t013.spt
…おい。,...Hey.,romfs\story\spt\f08_060_400_00_t015.spt
あ？　…ああ、そうだ。,"Oh?　...Oh, yeah.",romfs\story\spt\f08_060_400_00_t015.spt
いくつかのポイントで反応を計測しました。,Responses were measured at several points.,romfs\story\spt\f08_060_400_00_t015.spt
ここがクレーターのほぼド真ん中になると思う。,I think this is almost the center of the crater.,romfs\story\spt\f08_060_400_00_t015.spt
ここって確かイン石の跡地――,I believe this is the site of an in-stone--,romfs\story\spt\f08_060_400_00_t015.spt
こんなに残ってるって、どういうことだ？,What do you mean there's so much left?,romfs\story\spt\f08_060_400_00_t015.spt
つまり…,I mean...,romfs\story\spt\f08_060_400_00_t015.spt
つまりクレーターだよね？,"I mean, it's a crater, right?",romfs\story\spt\f08_060_400_00_t015.spt
なのかもしれないね。,I guess it might be.,romfs\story\spt\f08_060_400_00_t015.spt
なるほど、なるほどー。,I see...I see.,romfs\story\spt\f08_060_400_00_t015.spt
ねえリョウマくん。,"Hey, Ryoma-kun.",romfs\story\spt\f08_060_400_00_t015.spt
ひゃ、ひゃくはちじゅうめ～とるって、あんた…,"You're the one who said, ""I'll take a hundred and eighty-five...",romfs\story\spt\f08_060_400_00_t015.spt
ひょっとしたら、これが…,Perhaps this is...,romfs\story\spt\f08_060_400_00_t015.spt
スコップごときじゃ、どうにもなんないですね。,A shovel won't help.,romfs\story\spt\f08_060_400_00_t015.spt
メダリア反応はこの真下または真上です。,The medallia reaction is directly below or above this.,romfs\story\spt\f08_060_400_00_t015.spt
メダリウム…,Medarium...,romfs\story\spt\f08_060_400_00_t015.spt
周囲の地形から察するに,The surrounding terrain suggests,romfs\story\spt\f08_060_400_00_t015.spt
大昔のだからそうはっきりしたものじゃないが…,"It was a long time ago, so it's not so clear cut, but...",romfs\story\spt\f08_060_400_00_t015.spt
差分から距離を計算しました。,Distance was calculated from the difference.,romfs\story\spt\f08_060_400_00_t015.spt
距離およそ１８０メートルです。,The distance is approximately 180 meters.,romfs\story\spt\f08_060_400_00_t015.spt
鉱山は枯渇したって話じゃなかったのか？,I thought you said the mine was depleted.,romfs\story\spt\f08_060_400_00_t015.spt
「あった」なのかは、わからないけどね。,"I don't know if it was ""there.""",romfs\story\spt\f08_060_400_00_t016.spt
「ある」なのか,"""Yes.""",romfs\story\spt\f08_060_400_00_t016.spt
さもなきゃ仮説が間違ってるか,Or else the hypothesis is wrong.,romfs\story\spt\f08_060_400_00_t016.spt
じゃあこれ、関係ないのかな、その――,Then I guess this doesn't have anything to do with the--,romfs\story\spt\f08_060_400_00_t016.spt
そう、そのメダリウムとは無関係の,"Yes, unrelated to that medallium.",romfs\story\spt\f08_060_400_00_t016.spt
その可能性を探る目的で研究開発されたらしいんだ。,I heard that it was researched and developed for the purpose of exploring this possibility.,romfs\story\spt\f08_060_400_00_t016.spt
それなら確かにいろいろとツジツマが…,"Well, then, there's certainly a lot to be said...",romfs\story\spt\f08_060_400_00_t016.spt
そんな大事なこと、なんで今まで黙ってたのよ。,Why didn't you tell me about such an important thing until now?,romfs\story\spt\f08_060_400_00_t016.spt
つまり、溶けだす元の――,"In other words, the original melting--",romfs\story\spt\f08_060_400_00_t016.spt
どっちかだろうと思ってたんだよ。,I figured it was one or the other.,romfs\story\spt\f08_060_400_00_t016.spt
な、なるほど,"Oh, I see.",romfs\story\spt\f08_060_400_00_t016.spt
ぼくらがメダリアと呼んでいるものは,What we call medalia,romfs\story\spt\f08_060_400_00_t016.spt
メダリアってのは本来、今ぼくらが知っているような,Medaglia is originally a kind of,romfs\story\spt\f08_060_400_00_t016.spt
メダリウム。,Medallium.,romfs\story\spt\f08_060_400_00_t016.spt
メモリークリスタルのドキュメントによれば――,According to the memory crystal documentation--,romfs\story\spt\f08_060_400_00_t016.spt
仮説が正しければ、とっくに掘りつくされてるし,"If the hypothesis were correct, it would have been dug up long ago.",romfs\story\spt\f08_060_400_00_t016.spt
何十年前の話だと思ってるの。,How many decades ago do you think it was?,romfs\story\spt\f08_060_400_00_t016.spt
再結晶化…,Recrystallization...,romfs\story\spt\f08_060_400_00_t016.spt
再結晶化したメダリアみたいなんだよ。,It's like a recrystallized medallia.,romfs\story\spt\f08_060_400_00_t016.spt
地下水に溶け出したメダリアの成分が,Medaria components dissolved in groundwater.,romfs\story\spt\f08_060_400_00_t016.spt
小さな丸い結晶ではないらしい。,They say they are not small round crystals.,romfs\story\spt\f08_060_400_00_t016.spt
少なくとも、この探知システムは,"At the very least, this detection system",romfs\story\spt\f08_060_400_00_t016.spt
探知機の設計図がおさめられていた,The blueprints for the detector were stored.,romfs\story\spt\f08_060_400_00_t016.spt
新しいメダリアの鉱脈だったり、とか…,"It could be a new medallion mine, or...",romfs\story\spt\f08_060_400_00_t016.spt
本体が島のどこかにある、と…？,"The main body is somewhere on the island, and...?",romfs\story\spt\f08_060_400_00_t016.spt
校長がひそかに埋めたとか！,The principal secretly buried it!,romfs\story\spt\f08_060_400_00_t016.spt
長い時間をかけ運ばれ集まり、再結晶化したものさ。,It is a recrystallized product that has been transported and collected over a long period of time.,romfs\story\spt\f08_060_400_00_t016.spt
い、いえ、なんでも…,"No, no, nothing...",romfs\story\spt\f08_060_400_00_t021.spt
だな…,I guess...,romfs\story\spt\f08_060_400_00_t021.spt
どうこうできる深さじゃないよ。,It's not a depth you can do anything about.,romfs\story\spt\f08_060_400_00_t021.spt
どっちみち、ここから掘って,"Either way, dig out of here.",romfs\story\spt\f08_060_400_00_t021.spt
戻ろうか。,Let's go back.,romfs\story\spt\f08_060_400_00_t021.spt
掘り出せるとしても、ここからじゃない。,"Even if we could dig it out, it wouldn't be from here.",romfs\story\spt\f08_060_400_00_t021.spt
鉱山…,Mine...,romfs\story\spt\f08_060_400_00_t021.spt
はい、クレーターで検知した強力な反応を差し引いて,"Yes, minus the strong reaction detected in the crater.",romfs\story\spt\f08_065_161_00_t011.spt
マインがまた有望なポイントを見つけたらしい。,Mine has found another promising point.,romfs\story\spt\f08_065_161_00_t011.spt
マインちゃんが？,Mine is?,romfs\story\spt\f08_065_161_00_t011.spt
メダリア探索クエストを追加しておいたぞ。,I've added a medallion exploration quest for you.,romfs\story\spt\f08_065_161_00_t011.spt
再計算しました。そしたら出てきました。,I recalculated. Then it came out.,romfs\story\spt\f08_065_161_00_t011.spt
マイン0,Mine0,romfs\story\spt\f08_070_339_00.spt
橋,bridge,romfs\story\spt\f08_070_339_00.spt
橋上,on a bridge,romfs\story\spt\f08_070_339_00.spt
橋崩,bridge collapse,romfs\story\spt\f08_070_339_00.spt
橋移動先,Bridge Movement Destination,romfs\story\spt\f08_070_339_00.spt
橋落下,bridge fall,romfs\story\spt\f08_070_339_00.spt
わっ！,Wow!,romfs\story\spt\f08_070_339_00_t011.spt
走れ！,Run!,romfs\story\spt\f08_070_339_00_t011.spt
あああああっ,aaah!,romfs\story\spt\f08_070_339_00_t012.spt
どっ、どうすんのっ？,What are you going to do?,romfs\story\spt\f08_070_339_00_t012.spt
ほかに戻れそうな道はないか調べてみよう。,Let's see if there is another way back.,romfs\story\spt\f08_070_339_00_t012.spt
メダリア入手,Medaglia obtained,romfs\story\spt\f08_080_339_00.spt
帰路探索Ａ,Return path search A,romfs\story\spt\f08_090_339_00.spt
この先は…,Beyond this point...,romfs\story\spt\f08_090_339_00_t011.spt
ものすごく下に川が見えるぞ。,You can see the river below the thing.,romfs\story\spt\f08_090_339_00_t011.spt
ダメかー。,"Oh, no.",romfs\story\spt\f08_090_339_00_t011.spt
崖か。,Cliffs.,romfs\story\spt\f08_090_339_00_t011.spt
落っこちたらバラバラになっちゃうぞ。,"If you fall off, you'll fall apart.",romfs\story\spt\f08_090_339_00_t011.spt
みんなはどうだろ、部長に相談してみようかな…,"How about you guys, I'll talk to the head of the department...",romfs\story\spt\f08_090_339_00_t021.spt
もう探すとこないなー。,I don't know where to look for it anymore.,romfs\story\spt\f08_090_339_00_t021.spt
帰路探索Ｂ,Return path search B,romfs\story\spt\f08_100_339_00.spt
あれ、ここまでしか行けないのか？,"Oh, that can only go so far?",romfs\story\spt\f08_100_339_00_t011.spt
とても登れそうにないな…,I don't think I could climb that...,romfs\story\spt\f08_100_339_00_t011.spt
目の前は岩壁…,In front of me is a rock wall...,romfs\story\spt\f08_100_339_00_t011.spt
集合,set,romfs\story\spt\f08_110_339_00.spt
えっ、ホントですか？,What? Really?,romfs\story\spt\f08_110_339_00_t011.spt
どこですっ！？,Where is it?,romfs\story\spt\f08_110_339_00_t011.spt
ほらコレ。,Here it is.,romfs\story\spt\f08_110_339_00_t011.spt
見つかったよ。,Found.,romfs\story\spt\f08_110_339_00_t011.spt
…って、ちがいます！,...and it's different!,romfs\story\spt\f08_110_339_00_t012.spt
あっ、やったあ！,"Ah, yay!",romfs\story\spt\f08_110_339_00_t012.spt
うんダメだね、どこも断崖絶壁だよ。,"Yeah no, it's a precipice everywhere.",romfs\story\spt\f08_110_339_00_t012.spt
で,"indicates certainty, emphasis, etc.",romfs\story\spt\f08_110_339_00_t012.spt
ほんのジョウダンだってば。,It's only a jodhpur.,romfs\story\spt\f08_110_339_00_t012.spt
やっぱりあの吊り橋しかないみたいだねー。,It looks like that suspension bridge is the only way to go after all!,romfs\story\spt\f08_110_339_00_t012.spt
